Assembly_ID,Sub_parts,Edge_Index
Latch_2_8,"Latch_2_BottomPlate__8.binvox, Latch_2_BuckledRing__8.binvox, Latch_2_ControlPanel__8.binvox, Latch_2_Rivet__8.binvox, Latch_2_StrikePlate__8.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_3_1,"Latch_3_BottomPlate__1.binvox, Latch_3_BuckledRing__1.binvox, Latch_3_ControlPanel__1.binvox, Latch_3_Rivet__1.binvox, Latch_3_StrikePlate__1.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_3_10,"Latch_3_BottomPlate__10.binvox, Latch_3_BuckledRing__10.binvox, Latch_3_ControlPanel__10.binvox, Latch_3_Rivet__10.binvox, Latch_3_StrikePlate__10.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_3_3,"Latch_3_BottomPlate__3.binvox, Latch_3_BuckledRing__3.binvox, Latch_3_ControlPanel__3.binvox, Latch_3_Rivet__3.binvox, Latch_3_StrikePlate__3.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_3_4,"Latch_3_BottomPlate__4.binvox, Latch_3_BuckledRing__4.binvox, Latch_3_ControlPanel__4.binvox, Latch_3_Rivet__4.binvox, Latch_3_StrikePlate__4.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_3_5,"Latch_3_BottomPlate__5.binvox, Latch_3_BuckledRing__5.binvox, Latch_3_ControlPanel__5.binvox, Latch_3_Rivet__5.binvox, Latch_3_StrikePlate__5.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_3_7,"Latch_3_BottomPlate__7.binvox, Latch_3_BuckledRing__7.binvox, Latch_3_ControlPanel__7.binvox, Latch_3_Rivet__7.binvox, Latch_3_StrikePlate__7.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_3_8,"Latch_3_BottomPlate__8.binvox, Latch_3_BuckledRing__8.binvox, Latch_3_ControlPanel__8.binvox, Latch_3_Rivet__8.binvox, Latch_3_StrikePlate__8.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_4_1,"Latch_4_BottomPlate__1.binvox, Latch_4_BuckledRing__1.binvox, Latch_4_ControlPanel__1.binvox, Latch_4_Rivet__1.binvox, Latch_4_StrikePlate__1.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_4_10,"Latch_4_BottomPlate__10.binvox, Latch_4_BuckledRing__10.binvox, Latch_4_ControlPanel__10.binvox, Latch_4_Rivet__10.binvox, Latch_4_StrikePlate__10.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_4_3,"Latch_4_BottomPlate__3.binvox, Latch_4_BuckledRing__3.binvox, Latch_4_ControlPanel__3.binvox, Latch_4_Rivet__3.binvox, Latch_4_StrikePlate__3.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_4_4,"Latch_4_BottomPlate__4.binvox, Latch_4_BuckledRing__4.binvox, Latch_4_ControlPanel__4.binvox, Latch_4_Rivet__4.binvox, Latch_4_StrikePlate__4.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_4_5,"Latch_4_BottomPlate__5.binvox, Latch_4_BuckledRing__5.binvox, Latch_4_ControlPanel__5.binvox, Latch_4_Rivet__5.binvox, Latch_4_StrikePlate__5.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_4_7,"Latch_4_BottomPlate__7.binvox, Latch_4_BuckledRing__7.binvox, Latch_4_ControlPanel__7.binvox, Latch_4_Rivet__7.binvox, Latch_4_StrikePlate__7.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_4_8,"Latch_4_BottomPlate__8.binvox, Latch_4_BuckledRing__8.binvox, Latch_4_ControlPanel__8.binvox, Latch_4_Rivet__8.binvox, Latch_4_StrikePlate__8.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_5_1,"Latch_5_BottomPlate__1.binvox, Latch_5_BuckledRing__1.binvox, Latch_5_ControlPanel__1.binvox, Latch_5_Rivet__1.binvox, Latch_5_StrikePlate__1.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_5_10,"Latch_5_BottomPlate__10.binvox, Latch_5_BuckledRing__10.binvox, Latch_5_ControlPanel__10.binvox, Latch_5_Rivet__10.binvox, Latch_5_StrikePlate__10.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_5_3,"Latch_5_BottomPlate__3.binvox, Latch_5_BuckledRing__3.binvox, Latch_5_ControlPanel__3.binvox, Latch_5_Rivet__3.binvox, Latch_5_StrikePlate__3.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_5_4,"Latch_5_BottomPlate__4.binvox, Latch_5_BuckledRing__4.binvox, Latch_5_ControlPanel__4.binvox, Latch_5_Rivet__4.binvox, Latch_5_StrikePlate__4.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_5_5,"Latch_5_BottomPlate__5.binvox, Latch_5_BuckledRing__5.binvox, Latch_5_ControlPanel__5.binvox, Latch_5_Rivet__5.binvox, Latch_5_StrikePlate__5.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_5_7,"Latch_5_BottomPlate__7.binvox, Latch_5_BuckledRing__7.binvox, Latch_5_ControlPanel__7.binvox, Latch_5_Rivet__7.binvox, Latch_5_StrikePlate__7.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_5_8,"Latch_5_BottomPlate__8.binvox, Latch_5_BuckledRing__8.binvox, Latch_5_ControlPanel__8.binvox, Latch_5_Rivet__8.binvox, Latch_5_StrikePlate__8.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_6_1,"Latch_6_BottomPlate__1.binvox, Latch_6_BuckledRing__1.binvox, Latch_6_ControlPanel__1.binvox, Latch_6_Rivet__1.binvox, Latch_6_StrikePlate__1.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_6_10,"Latch_6_BottomPlate__10.binvox, Latch_6_BuckledRing__10.binvox, Latch_6_ControlPanel__10.binvox, Latch_6_Rivet__10.binvox, Latch_6_StrikePlate__10.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_6_3,"Latch_6_BottomPlate__3.binvox, Latch_6_BuckledRing__3.binvox, Latch_6_ControlPanel__3.binvox, Latch_6_Rivet__3.binvox, Latch_6_StrikePlate__3.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_6_4,"Latch_6_BottomPlate__4.binvox, Latch_6_BuckledRing__4.binvox, Latch_6_ControlPanel__4.binvox, Latch_6_Rivet__4.binvox, Latch_6_StrikePlate__4.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_6_5,"Latch_6_BottomPlate__5.binvox, Latch_6_BuckledRing__5.binvox, Latch_6_ControlPanel__5.binvox, Latch_6_Rivet__5.binvox, Latch_6_StrikePlate__5.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_6_7,"Latch_6_BottomPlate__7.binvox, Latch_6_BuckledRing__7.binvox, Latch_6_ControlPanel__7.binvox, Latch_6_Rivet__7.binvox, Latch_6_StrikePlate__7.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_6_8,"Latch_6_BottomPlate__8.binvox, Latch_6_BuckledRing__8.binvox, Latch_6_ControlPanel__8.binvox, Latch_6_Rivet__8.binvox, Latch_6_StrikePlate__8.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_7_1,"Latch_7_BottomPlate__1.binvox, Latch_7_BuckledRing__1.binvox, Latch_7_ControlPanel__1.binvox, Latch_7_Rivet__1.binvox, Latch_7_StrikePlate__1.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_7_10,"Latch_7_BottomPlate__10.binvox, Latch_7_BuckledRing__10.binvox, Latch_7_ControlPanel__10.binvox, Latch_7_Rivet__10.binvox, Latch_7_StrikePlate__10.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_7_3,"Latch_7_BottomPlate__3.binvox, Latch_7_BuckledRing__3.binvox, Latch_7_ControlPanel__3.binvox, Latch_7_Rivet__3.binvox, Latch_7_StrikePlate__3.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_7_4,"Latch_7_BottomPlate__4.binvox, Latch_7_BuckledRing__4.binvox, Latch_7_ControlPanel__4.binvox, Latch_7_Rivet__4.binvox, Latch_7_StrikePlate__4.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_7_5,"Latch_7_BottomPlate__5.binvox, Latch_7_BuckledRing__5.binvox, Latch_7_ControlPanel__5.binvox, Latch_7_Rivet__5.binvox, Latch_7_StrikePlate__5.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_7_7,"Latch_7_BottomPlate__7.binvox, Latch_7_BuckledRing__7.binvox, Latch_7_ControlPanel__7.binvox, Latch_7_Rivet__7.binvox, Latch_7_StrikePlate__7.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_7_8,"Latch_7_BottomPlate__8.binvox, Latch_7_BuckledRing__8.binvox, Latch_7_ControlPanel__8.binvox, Latch_7_Rivet__8.binvox, Latch_7_StrikePlate__8.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_8_1,"Latch_8_BottomPlate__1.binvox, Latch_8_BuckledRing__1.binvox, Latch_8_ControlPanel__1.binvox, Latch_8_Rivet__1.binvox, Latch_8_StrikePlate__1.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_8_10,"Latch_8_BottomPlate__10.binvox, Latch_8_BuckledRing__10.binvox, Latch_8_ControlPanel__10.binvox, Latch_8_Rivet__10.binvox, Latch_8_StrikePlate__10.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_8_3,"Latch_8_BottomPlate__3.binvox, Latch_8_BuckledRing__3.binvox, Latch_8_ControlPanel__3.binvox, Latch_8_Rivet__3.binvox, Latch_8_StrikePlate__3.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_8_4,"Latch_8_BottomPlate__4.binvox, Latch_8_BuckledRing__4.binvox, Latch_8_ControlPanel__4.binvox, Latch_8_Rivet__4.binvox, Latch_8_StrikePlate__4.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_8_5,"Latch_8_BottomPlate__5.binvox, Latch_8_BuckledRing__5.binvox, Latch_8_ControlPanel__5.binvox, Latch_8_Rivet__5.binvox, Latch_8_StrikePlate__5.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_8_7,"Latch_8_BottomPlate__7.binvox, Latch_8_BuckledRing__7.binvox, Latch_8_ControlPanel__7.binvox, Latch_8_Rivet__7.binvox, Latch_8_StrikePlate__7.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_8_8,"Latch_8_BottomPlate__8.binvox, Latch_8_BuckledRing__8.binvox, Latch_8_ControlPanel__8.binvox, Latch_8_Rivet__8.binvox, Latch_8_StrikePlate__8.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_9_1,"Latch_9_BottomPlate__1.binvox, Latch_9_BuckledRing__1.binvox, Latch_9_ControlPanel__1.binvox, Latch_9_Rivet__1.binvox, Latch_9_StrikePlate__1.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_9_10,"Latch_9_BottomPlate__10.binvox, Latch_9_BuckledRing__10.binvox, Latch_9_ControlPanel__10.binvox, Latch_9_Rivet__10.binvox, Latch_9_StrikePlate__10.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_9_3,"Latch_9_BottomPlate__3.binvox, Latch_9_BuckledRing__3.binvox, Latch_9_ControlPanel__3.binvox, Latch_9_Rivet__3.binvox, Latch_9_StrikePlate__3.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_9_4,"Latch_9_BottomPlate__4.binvox, Latch_9_BuckledRing__4.binvox, Latch_9_ControlPanel__4.binvox, Latch_9_Rivet__4.binvox, Latch_9_StrikePlate__4.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_9_5,"Latch_9_BottomPlate__5.binvox, Latch_9_BuckledRing__5.binvox, Latch_9_ControlPanel__5.binvox, Latch_9_Rivet__5.binvox, Latch_9_StrikePlate__5.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_9_7,"Latch_9_BottomPlate__7.binvox, Latch_9_BuckledRing__7.binvox, Latch_9_ControlPanel__7.binvox, Latch_9_Rivet__7.binvox, Latch_9_StrikePlate__7.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Latch_9_8,"Latch_9_BottomPlate__8.binvox, Latch_9_BuckledRing__8.binvox, Latch_9_ControlPanel__8.binvox, Latch_9_Rivet__8.binvox, Latch_9_StrikePlate__8.binvox","[(1, 2), (2, 1), (0, 3), (1, 4), (3, 0), (2, 3), (3, 2), (4, 1)]"
Piston_11_1,"Piston_11_ConnectingRod__1.binvox, Piston_11_PistonHead__1.binvox, Piston_11_WristPin__1.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_16_1,"Piston_16_ConnectingRod__1.binvox, Piston_16_PistonHead__1.binvox, Piston_16_RodBolt__1.binvox, Piston_16_RodCap__1.binvox, Piston_16_RodNut__1.binvox, Piston_16_WristPin__1.binvox, Piston_16_RodBolt__1.binvox, Piston_16_RodNut__1.binvox","[(2, 4), (1, 5), (2, 0), (5, 1), (4, 2), (2, 3), (6, 7), (0, 2), (7, 6), (5, 0), (0, 5), (3, 2)]"
Piston_17_1,"Piston_17_ConnectingRod__1.binvox, Piston_17_PistonHead__1.binvox, Piston_17_RodBolt__1.binvox, Piston_17_RodCap__1.binvox, Piston_17_RodNut__1.binvox, Piston_17_WristPin__1.binvox, Piston_17_RodBolt__1.binvox, Piston_17_RodNut__1.binvox","[(2, 4), (1, 5), (2, 0), (5, 1), (4, 2), (2, 3), (6, 7), (0, 2), (7, 6), (5, 0), (0, 5), (3, 2)]"
Piston_18_1,"Piston_18_ConnectingRod__1.binvox, Piston_18_PistonHead__1.binvox, Piston_18_RodBolt__1.binvox, Piston_18_RodCap__1.binvox, Piston_18_RodNut__1.binvox, Piston_18_WristPin__1.binvox, Piston_18_RodBolt__1.binvox, Piston_18_RodNut__1.binvox","[(2, 4), (1, 5), (2, 0), (5, 1), (4, 2), (2, 3), (6, 7), (0, 2), (7, 6), (5, 0), (0, 5), (3, 2)]"
Piston_1_2,"Piston_1_ConnectingRod__2.binvox, Piston_1_PistonHead__2.binvox, Piston_1_WristPin__2.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_1_3,"Piston_1_ConnectingRod__3.binvox, Piston_1_PistonHead__3.binvox, Piston_1_WristPin__3.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_1_4,"Piston_1_ConnectingRod__4.binvox, Piston_1_PistonHead__4.binvox, Piston_1_WristPin__4.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_1_5,"Piston_1_ConnectingRod__5.binvox, Piston_1_PistonHead__5.binvox, Piston_1_WristPin__5.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_1_7,"Piston_1_ConnectingRod__7.binvox, Piston_1_PistonHead__7.binvox, Piston_1_WristPin__7.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_1_9,"Piston_1_ConnectingRod__9.binvox, Piston_1_PistonHead__9.binvox, Piston_1_WristPin__9.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_21_1,"Piston_21_ConnectingRod__1.binvox, Piston_21_PistonHead__1.binvox, Piston_21_WristPin__1.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_22_1,"Piston_22_ConnectingRod__1.binvox, Piston_22_PistonHead__1.binvox, Piston_22_WristPin__1.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_23_1,"Piston_23_ConnectingRod__1.binvox, Piston_23_PistonHead__1.binvox, Piston_23_WristPin__1.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_24_1,"Piston_24_ConnectingRod__1.binvox, Piston_24_PistonHead__1.binvox, Piston_24_WristPin__1.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_25_2,"Piston_25_ConnectingRod__2.binvox, Piston_25_PistonHead__2.binvox, Piston_25_RodBolt__2.binvox, Piston_25_RodCap__2.binvox, Piston_25_WristPin__2.binvox, Piston_25_RodBolt__2.binvox","[(4, 0), (0, 4), (2, 0), (1, 4), (2, 3), (0, 2), (3, 2), (4, 1)]"
Piston_25_3,"Piston_25_ConnectingRod__3.binvox, Piston_25_PistonHead__3.binvox, Piston_25_RodBolt__3.binvox, Piston_25_RodCap__3.binvox, Piston_25_WristPin__3.binvox, Piston_25_RodBolt__3.binvox","[(4, 0), (0, 4), (2, 0), (1, 4), (2, 3), (0, 2), (3, 2), (4, 1)]"
Piston_25_4,"Piston_25_ConnectingRod__4.binvox, Piston_25_PistonHead__4.binvox, Piston_25_RodBolt__4.binvox, Piston_25_RodCap__4.binvox, Piston_25_WristPin__4.binvox, Piston_25_RodBolt__4.binvox","[(4, 0), (0, 4), (2, 0), (1, 4), (2, 3), (0, 2), (3, 2), (4, 1)]"
Piston_25_5,"Piston_25_ConnectingRod__5.binvox, Piston_25_PistonHead__5.binvox, Piston_25_RodBolt__5.binvox, Piston_25_RodCap__5.binvox, Piston_25_WristPin__5.binvox, Piston_25_RodBolt__5.binvox","[(4, 0), (0, 4), (2, 0), (1, 4), (2, 3), (0, 2), (3, 2), (4, 1)]"
Piston_25_7,"Piston_25_ConnectingRod__7.binvox, Piston_25_PistonHead__7.binvox, Piston_25_RodBolt__7.binvox, Piston_25_RodCap__7.binvox, Piston_25_WristPin__7.binvox, Piston_25_RodBolt__7.binvox","[(4, 0), (0, 4), (2, 0), (1, 4), (2, 3), (0, 2), (3, 2), (4, 1)]"
Piston_25_9,"Piston_25_ConnectingRod__9.binvox, Piston_25_PistonHead__9.binvox, Piston_25_RodBolt__9.binvox, Piston_25_RodCap__9.binvox, Piston_25_WristPin__9.binvox, Piston_25_RodBolt__9.binvox","[(4, 0), (0, 4), (2, 0), (1, 4), (2, 3), (0, 2), (3, 2), (4, 1)]"
Piston_27_1,"Piston_27_ConnectingRod__1.binvox, Piston_27_PistonHead__1.binvox, Piston_27_WristPin__1.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_28_1,"Piston_28_ConnectingRod__1.binvox, Piston_28_PistonHead__1.binvox, Piston_28_WristPin__1.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_29_1,"Piston_29_ConnectingRod__1.binvox, Piston_29_PistonHead__1.binvox, Piston_29_WristPin__1.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_2_2,"Piston_2_ConnectingRod__2.binvox, Piston_2_PistonHead__2.binvox, Piston_2_WristPin__2.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_2_3,"Piston_2_ConnectingRod__3.binvox, Piston_2_PistonHead__3.binvox, Piston_2_WristPin__3.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_2_4,"Piston_2_ConnectingRod__4.binvox, Piston_2_PistonHead__4.binvox, Piston_2_WristPin__4.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_2_5,"Piston_2_ConnectingRod__5.binvox, Piston_2_PistonHead__5.binvox, Piston_2_WristPin__5.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_2_7,"Piston_2_ConnectingRod__7.binvox, Piston_2_PistonHead__7.binvox, Piston_2_WristPin__7.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_2_9,"Piston_2_ConnectingRod__9.binvox, Piston_2_PistonHead__9.binvox, Piston_2_WristPin__9.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_30_1,"Piston_30_ConnectingRod__1.binvox, Piston_30_PistonHead__1.binvox, Piston_30_WristPin__1.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_32_2,"Piston_32_ConnectingRod__2.binvox, Piston_32_PistonHead__2.binvox, Piston_32_RodBolt__2.binvox, Piston_32_RodCap__2.binvox, Piston_32_RodNut__2.binvox, Piston_32_WristPin__2.binvox, Piston_32_RodBolt__2.binvox, Piston_32_RodNut__2.binvox","[(2, 4), (1, 5), (2, 0), (5, 1), (4, 2), (2, 3), (6, 7), (0, 2), (7, 6), (5, 0), (0, 5), (3, 2)]"
Piston_32_3,"Piston_32_ConnectingRod__3.binvox, Piston_32_PistonHead__3.binvox, Piston_32_RodBolt__3.binvox, Piston_32_RodCap__3.binvox, Piston_32_RodNut__3.binvox, Piston_32_WristPin__3.binvox, Piston_32_RodBolt__3.binvox, Piston_32_RodNut__3.binvox","[(2, 4), (1, 5), (2, 0), (5, 1), (4, 2), (2, 3), (6, 7), (0, 2), (7, 6), (5, 0), (0, 5), (3, 2)]"
Piston_32_4,"Piston_32_ConnectingRod__4.binvox, Piston_32_PistonHead__4.binvox, Piston_32_RodBolt__4.binvox, Piston_32_RodCap__4.binvox, Piston_32_RodNut__4.binvox, Piston_32_WristPin__4.binvox, Piston_32_RodBolt__4.binvox, Piston_32_RodNut__4.binvox","[(2, 4), (1, 5), (2, 0), (5, 1), (4, 2), (2, 3), (6, 7), (0, 2), (7, 6), (5, 0), (0, 5), (3, 2)]"
Piston_32_5,"Piston_32_ConnectingRod__5.binvox, Piston_32_PistonHead__5.binvox, Piston_32_RodBolt__5.binvox, Piston_32_RodCap__5.binvox, Piston_32_RodNut__5.binvox, Piston_32_WristPin__5.binvox, Piston_32_RodBolt__5.binvox, Piston_32_RodNut__5.binvox","[(2, 4), (1, 5), (2, 0), (5, 1), (4, 2), (2, 3), (6, 7), (0, 2), (7, 6), (5, 0), (0, 5), (3, 2)]"
Piston_3_2,"Piston_3_ConnectingRod__2.binvox, Piston_3_PistonHead__2.binvox, Piston_3_WristPin__2.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_3_3,"Piston_3_ConnectingRod__3.binvox, Piston_3_PistonHead__3.binvox, Piston_3_WristPin__3.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_3_4,"Piston_3_ConnectingRod__4.binvox, Piston_3_PistonHead__4.binvox, Piston_3_WristPin__4.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_3_5,"Piston_3_ConnectingRod__5.binvox, Piston_3_PistonHead__5.binvox, Piston_3_WristPin__5.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_3_7,"Piston_3_ConnectingRod__7.binvox, Piston_3_PistonHead__7.binvox, Piston_3_WristPin__7.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_3_9,"Piston_3_ConnectingRod__9.binvox, Piston_3_PistonHead__9.binvox, Piston_3_WristPin__9.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_5_2,"Piston_5_ConnectingRod__2.binvox, Piston_5_PistonHead__2.binvox, Piston_5_WristPin__2.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_5_3,"Piston_5_ConnectingRod__3.binvox, Piston_5_PistonHead__3.binvox, Piston_5_WristPin__3.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_5_4,"Piston_5_ConnectingRod__4.binvox, Piston_5_PistonHead__4.binvox, Piston_5_WristPin__4.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_5_5,"Piston_5_ConnectingRod__5.binvox, Piston_5_PistonHead__5.binvox, Piston_5_WristPin__5.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_5_7,"Piston_5_ConnectingRod__7.binvox, Piston_5_PistonHead__7.binvox, Piston_5_WristPin__7.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_5_9,"Piston_5_ConnectingRod__9.binvox, Piston_5_PistonHead__9.binvox, Piston_5_WristPin__9.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_6_1,"Piston_6_ConnectingRod__1.binvox, Piston_6_PistonHead__1.binvox, Piston_6_WristPin__1.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Piston_7_2,"Piston_7_ConnectingRod__2.binvox, Piston_7_PistonHead__2.binvox, Piston_7_RodBolt__2.binvox, Piston_7_RodCap__2.binvox, Piston_7_RodNut__2.binvox, Piston_7_WristPin__2.binvox, Piston_7_RodBolt__2.binvox, Piston_7_RodNut__2.binvox","[(2, 4), (1, 5), (2, 0), (5, 1), (4, 2), (2, 3), (6, 7), (0, 2), (7, 6), (5, 0), (0, 5), (3, 2)]"
Piston_7_3,"Piston_7_ConnectingRod__3.binvox, Piston_7_PistonHead__3.binvox, Piston_7_RodBolt__3.binvox, Piston_7_RodCap__3.binvox, Piston_7_RodNut__3.binvox, Piston_7_WristPin__3.binvox, Piston_7_RodBolt__3.binvox, Piston_7_RodNut__3.binvox","[(2, 4), (1, 5), (2, 0), (5, 1), (4, 2), (2, 3), (6, 7), (0, 2), (7, 6), (5, 0), (0, 5), (3, 2)]"
