Assembly_ID,Sub_parts,Assembly_Time,Assembly_Cost,Restrictive_Tolerance,Quantity,Supplier
Latch_5_7,"Latch_5_BottomPlate__7.binvox, Latch_5_BuckledRing__7.binvox, Latch_5_ControlPanel__7.binvox, Latch_5_Rivet__7.binvox, Latch_5_StrikePlate__7.binvox",7.49,8.39,-9.3,999,3
Latch_5_8,"Latch_5_BottomPlate__8.binvox, Latch_5_BuckledRing__8.binvox, Latch_5_ControlPanel__8.binvox, Latch_5_Rivet__8.binvox, Latch_5_StrikePlate__8.binvox",8.26,9.25,-9.7,1015,3
Latch_6_1,"Latch_6_BottomPlate__1.binvox, Latch_6_BuckledRing__1.binvox, Latch_6_ControlPanel__1.binvox, Latch_6_Rivet__1.binvox, Latch_6_StrikePlate__1.binvox",8.7,9.74,-10.78,993,3
Latch_6_10,"Latch_6_BottomPlate__10.binvox, Latch_6_BuckledRing__10.binvox, Latch_6_ControlPanel__10.binvox, Latch_6_Rivet__10.binvox, Latch_6_StrikePlate__10.binvox",7.75,8.68,-10.38,1017,3
Latch_6_3,"Latch_6_BottomPlate__3.binvox, Latch_6_BuckledRing__3.binvox, Latch_6_ControlPanel__3.binvox, Latch_6_Rivet__3.binvox, Latch_6_StrikePlate__3.binvox",7.45,8.34,-10.72,993,3
Latch_6_4,"Latch_6_BottomPlate__4.binvox, Latch_6_BuckledRing__4.binvox, Latch_6_ControlPanel__4.binvox, Latch_6_Rivet__4.binvox, Latch_6_StrikePlate__4.binvox",7.44,8.33,-9.82,1068,3
Latch_6_5,"Latch_6_BottomPlate__5.binvox, Latch_6_BuckledRing__5.binvox, Latch_6_ControlPanel__5.binvox, Latch_6_Rivet__5.binvox, Latch_6_StrikePlate__5.binvox",8.56,9.59,-10.71,974,3
Latch_6_7,"Latch_6_BottomPlate__7.binvox, Latch_6_BuckledRing__7.binvox, Latch_6_ControlPanel__7.binvox, Latch_6_Rivet__7.binvox, Latch_6_StrikePlate__7.binvox",8.27,9.26,-9.35,1038,3
Latch_6_8,"Latch_6_BottomPlate__8.binvox, Latch_6_BuckledRing__8.binvox, Latch_6_ControlPanel__8.binvox, Latch_6_Rivet__8.binvox, Latch_6_StrikePlate__8.binvox",8.67,9.71,-10.2,1038,3
Latch_7_1,"Latch_7_BottomPlate__1.binvox, Latch_7_BuckledRing__1.binvox, Latch_7_ControlPanel__1.binvox, Latch_7_Rivet__1.binvox, Latch_7_StrikePlate__1.binvox",8.04,9.0,-10.13,1087,3
Latch_7_10,"Latch_7_BottomPlate__10.binvox, Latch_7_BuckledRing__10.binvox, Latch_7_ControlPanel__10.binvox, Latch_7_Rivet__10.binvox, Latch_7_StrikePlate__10.binvox",8.46,9.48,-9.51,1012,3
Latch_7_3,"Latch_7_BottomPlate__3.binvox, Latch_7_BuckledRing__3.binvox, Latch_7_ControlPanel__3.binvox, Latch_7_Rivet__3.binvox, Latch_7_StrikePlate__3.binvox",8.15,9.13,-10.84,970,3
Latch_7_4,"Latch_7_BottomPlate__4.binvox, Latch_7_BuckledRing__4.binvox, Latch_7_ControlPanel__4.binvox, Latch_7_Rivet__4.binvox, Latch_7_StrikePlate__4.binvox",8.68,9.72,-9.63,1069,3
Latch_7_5,"Latch_7_BottomPlate__5.binvox, Latch_7_BuckledRing__5.binvox, Latch_7_ControlPanel__5.binvox, Latch_7_Rivet__5.binvox, Latch_7_StrikePlate__5.binvox",7.79,8.72,-10.76,1067,3
Latch_7_7,"Latch_7_BottomPlate__7.binvox, Latch_7_BuckledRing__7.binvox, Latch_7_ControlPanel__7.binvox, Latch_7_Rivet__7.binvox, Latch_7_StrikePlate__7.binvox",8.14,9.12,-9.76,932,3
Latch_7_8,"Latch_7_BottomPlate__8.binvox, Latch_7_BuckledRing__8.binvox, Latch_7_ControlPanel__8.binvox, Latch_7_Rivet__8.binvox, Latch_7_StrikePlate__8.binvox",7.8,8.74,-10.09,1017,3
Latch_8_1,"Latch_8_BottomPlate__1.binvox, Latch_8_BuckledRing__1.binvox, Latch_8_ControlPanel__1.binvox, Latch_8_Rivet__1.binvox, Latch_8_StrikePlate__1.binvox",8.5,9.52,-11.98,974,3
Latch_8_10,"Latch_8_BottomPlate__10.binvox, Latch_8_BuckledRing__10.binvox, Latch_8_ControlPanel__10.binvox, Latch_8_Rivet__10.binvox, Latch_8_StrikePlate__10.binvox",8.53,9.55,-9.23,1002,3
Latch_8_3,"Latch_8_BottomPlate__3.binvox, Latch_8_BuckledRing__3.binvox, Latch_8_ControlPanel__3.binvox, Latch_8_Rivet__3.binvox, Latch_8_StrikePlate__3.binvox",8.57,9.6,-11.96,996,3
Latch_8_4,"Latch_8_BottomPlate__4.binvox, Latch_8_BuckledRing__4.binvox, Latch_8_ControlPanel__4.binvox, Latch_8_Rivet__4.binvox, Latch_8_StrikePlate__4.binvox",8.75,9.8,-11.2,1025,3
Latch_8_5,"Latch_8_BottomPlate__5.binvox, Latch_8_BuckledRing__5.binvox, Latch_8_ControlPanel__5.binvox, Latch_8_Rivet__5.binvox, Latch_8_StrikePlate__5.binvox",7.44,8.33,-12.47,1027,3
Latch_8_7,"Latch_8_BottomPlate__7.binvox, Latch_8_BuckledRing__7.binvox, Latch_8_ControlPanel__7.binvox, Latch_8_Rivet__7.binvox, Latch_8_StrikePlate__7.binvox",7.95,8.9,-12.57,996,3
Latch_8_8,"Latch_8_BottomPlate__8.binvox, Latch_8_BuckledRing__8.binvox, Latch_8_ControlPanel__8.binvox, Latch_8_Rivet__8.binvox, Latch_8_StrikePlate__8.binvox",8.74,9.79,-9.79,1029,3
Latch_9_1,"Latch_9_BottomPlate__1.binvox, Latch_9_BuckledRing__1.binvox, Latch_9_ControlPanel__1.binvox, Latch_9_Rivet__1.binvox, Latch_9_StrikePlate__1.binvox",8.64,9.68,-10.15,975,3
Latch_9_10,"Latch_9_BottomPlate__10.binvox, Latch_9_BuckledRing__10.binvox, Latch_9_ControlPanel__10.binvox, Latch_9_Rivet__10.binvox, Latch_9_StrikePlate__10.binvox",8.04,9.0,-10.43,990,3
Latch_9_3,"Latch_9_BottomPlate__3.binvox, Latch_9_BuckledRing__3.binvox, Latch_9_ControlPanel__3.binvox, Latch_9_Rivet__3.binvox, Latch_9_StrikePlate__3.binvox",8.26,9.25,-10.37,993,3
Latch_9_4,"Latch_9_BottomPlate__4.binvox, Latch_9_BuckledRing__4.binvox, Latch_9_ControlPanel__4.binvox, Latch_9_Rivet__4.binvox, Latch_9_StrikePlate__4.binvox",7.61,8.52,-10.61,990,3
Latch_9_5,"Latch_9_BottomPlate__5.binvox, Latch_9_BuckledRing__5.binvox, Latch_9_ControlPanel__5.binvox, Latch_9_Rivet__5.binvox, Latch_9_StrikePlate__5.binvox",8.81,9.87,-10.89,909,3
Latch_9_7,"Latch_9_BottomPlate__7.binvox, Latch_9_BuckledRing__7.binvox, Latch_9_ControlPanel__7.binvox, Latch_9_Rivet__7.binvox, Latch_9_StrikePlate__7.binvox",8.1,9.07,-9.15,1053,3
Latch_9_8,"Latch_9_BottomPlate__8.binvox, Latch_9_BuckledRing__8.binvox, Latch_9_ControlPanel__8.binvox, Latch_9_Rivet__8.binvox, Latch_9_StrikePlate__8.binvox",8.31,9.31,-10.8,997,3
